Date,State,Price,PrevMonthPrice,PrevYearPrice,ChangePrevMonth,ChangePrevYear
2021-02-01,Andhra Pradesh,5561.0,4962.0,4664.0,12.071745264006449,19.232418524871356
2021-02-01,Chattisgarh,3975.0,3925.0,5034.0,1.2738853503184715,-21.03694874851013
2021-02-01,Gujarat,5435.0,5204.0,4934.0,4.438893159108378,10.15403323875152
2021-02-01,Karnataka,5865.0,5218.0,5266.0,12.399386738213874,11.374857576908468
2021-02-01,Madhya Pradesh,5105.0,5032.0,4221.0,1.4507154213036566,20.942904524994077
2021-02-01,Maharashtra,4978.0,4843.0,4535.0,2.7875283914928763,9.768467475192944
2021-02-01,Manipur,5254.0,5016.5,4934.0,4.73437655736071,6.4856100526955816
2021-02-01,Nagaland,5254.0,5016.5,4934.0,4.73437655736071,6.4856100526955816
2021-02-01,Rajasthan,5076.0,5001.0,4465.0,1.4997000599880024,13.684210526315791
2021-02-01,Tamil Nadu,7971.0,7313.0,6301.0,8.997675372624094,26.50372956673544
2021-02-01,Telangana,5254.0,6643.0,5291.0,-20.90922775854283,-0.6993006993006993
2021-02-01,Uttar Pradesh,5254.0,4700.0,4671.0,11.787234042553193,12.481267394562193
2021-02-01,Uttrakhand,5254.0,5016.5,8000.0,4.73437655736071,-34.325
2021-03-01,Andhra Pradesh,5930.0,5561.0,5082.0,6.635497212731522,16.68634395907123
2021-03-01,Chattisgarh,3816.0,3975.0,3986.0,-4.0,-4.264927245358756
2021-03-01,Gujarat,5611.0,5435.0,5296.0,3.238270469181233,5.947885196374622
2021-03-01,Karnataka,6035.0,5865.0,5585.0,2.898550724637681,8.057296329453894
2021-03-01,Madhya Pradesh,5116.0,5105.0,4412.0,0.21547502448579825,15.956482320942882
2021-03-01,Maharashtra,5044.0,4978.0,5298.0,1.3258336681398153,-4.794261985654964
2021-03-01,Manipur,5537.5,5254.0,5082.0,5.395888846593072,8.963006690279418
2021-03-01,Nagaland,5537.5,5254.0,5082.0,5.395888846593072,8.963006690279418
2021-03-01,Rajasthan,5464.0,5076.0,4350.0,7.64381402679275,25.60919540229885
2021-03-01,Tamil Nadu,8386.0,7971.0,6788.0,5.20637310249655,23.54154390100177
2021-03-01,Telangana,5688.0,5254.0,5082.0,8.260373049105443,11.92443919716647
2021-03-01,Uttar Pradesh,5410.0,5254.0,4771.0,2.9691663494480394,13.393418570530288
2021-03-01,Uttrakhand,5537.5,5254.0,5082.0,5.395888846593072,8.963006690279418
2021-04-01,Andhra Pradesh,5066.0,5930.0,4889.5,-14.569983136593592,3.6097760507209324
2021-04-01,Chattisgarh,5100.0,3816.0,4241.0,33.64779874213836,20.25465692053761
2021-04-01,Gujarat,5889.0,5611.0,5842.0,4.954553555515951,0.8045190003423485
2021-04-01,Karnataka,5295.0,6035.0,5161.0,-12.261806130903064,2.5963960472776595
